relative_path,file_size_bytes,sha256,created_at
reference\merchant_categories.csv,249,fdb7f61a9cf8b88adef34d66ef891fa21edae95e2e4468a8d995c1215201c7a2,2026-07-23T08:26:14+00:00
reference\transaction_types.csv,190,a605bf6412dd1f81ea6b7ae7407681d945f45b41d0a86c76b062768a71439708,2026-07-23T08:26:14+00:00
streaming\malformed_events_2026-01-01.jsonl,159,173030bc073f10291dc811fcfbb4b3067a4c7abda53d638f7a9231018b429b10,2026-07-23T08:26:14+00:00
streaming\malformed_events_2026-01-02.jsonl,159,173030bc073f10291dc811fcfbb4b3067a4c7abda53d638f7a9231018b429b10,2026-07-23T08:26:14+00:00
streaming\malformed_events_2026-01-03.jsonl,159,173030bc073f10291dc811fcfbb4b3067a4c7abda53d638f7a9231018b429b10,2026-07-23T08:26:14+00:00
streaming\malformed_events_2026-01-04.jsonl,159,173030bc073f10291dc811fcfbb4b3067a4c7abda53d638f7a9231018b429b10,2026-07-23T08:26:14+00:00
streaming\malformed_events_2026-01-05.jsonl,159,173030bc073f10291dc811fcfbb4b3067a4c7abda53d638f7a9231018b429b10,2026-07-23T08:26:14+00:00
streaming\malformed_events_2026-01-06.jsonl,159,173030bc073f10291dc811fcfbb4b3067a4c7abda53d638f7a9231018b429b10,2026-07-23T08:26:14+00:00
streaming\malformed_events_2026-01-07.jsonl,159,173030bc073f10291dc811fcfbb4b3067a4c7abda53d638f7a9231018b429b10,2026-07-23T08:26:14+00:00
streaming\malformed_events_2026-01-08.jsonl,159,173030bc073f10291dc811fcfbb4b3067a4c7abda53d638f7a9231018b429b10,2026-07-23T08:26:14+00:00
streaming\malformed_events_2026-01-09.jsonl,159,173030bc073f10291dc811fcfbb4b3067a4c7abda53d638f7a9231018b429b10,2026-07-23T08:26:14+00:00
streaming\malformed_events_2026-01-10.jsonl,159,173030bc073f10291dc811fcfbb4b3067a4c7abda53d638f7a9231018b429b10,2026-07-23T08:26:14+00:00
streaming\malformed_events_2026-01-11.jsonl,159,173030bc073f10291dc811fcfbb4b3067a4c7abda53d638f7a9231018b429b10,2026-07-23T08:26:14+00:00
streaming\malformed_events_2026-01-12.jsonl,159,173030bc073f10291dc811fcfbb4b3067a4c7abda53d638f7a9231018b429b10,2026-07-23T08:26:14+00:00
streaming\malformed_events_2026-01-13.jsonl,159,173030bc073f10291dc811fcfbb4b3067a4c7abda53d638f7a9231018b429b10,2026-07-23T08:26:14+00:00
streaming\malformed_events_2026-01-14.jsonl,159,173030bc073f10291dc811fcfbb4b3067a4c7abda53d638f7a9231018b429b10,2026-07-23T08:26:14+00:00
streaming\malformed_events_2026-01-15.jsonl,159,173030bc073f10291dc811fcfbb4b3067a4c7abda53d638f7a9231018b429b10,2026-07-23T08:26:14+00:00
streaming\malformed_events_2026-01-16.jsonl,159,173030bc073f10291dc811fcfbb4b3067a4c7abda53d638f7a9231018b429b10,2026-07-23T08:26:14+00:00
streaming\malformed_events_2026-01-17.jsonl,159,173030bc073f10291dc811fcfbb4b3067a4c7abda53d638f7a9231018b429b10,2026-07-23T08:26:14+00:00
streaming\malformed_events_2026-01-18.jsonl,159,173030bc073f10291dc811fcfbb4b3067a4c7abda53d638f7a9231018b429b10,2026-07-23T08:26:14+00:00
streaming\malformed_events_2026-01-19.jsonl,159,173030bc073f10291dc811fcfbb4b3067a4c7abda53d638f7a9231018b429b10,2026-07-23T08:26:14+00:00
streaming\malformed_events_2026-01-20.jsonl,159,173030bc073f10291dc811fcfbb4b3067a4c7abda53d638f7a9231018b429b10,2026-07-23T08:26:14+00:00
streaming\malformed_events_2026-01-21.jsonl,159,173030bc073f10291dc811fcfbb4b3067a4c7abda53d638f7a9231018b429b10,2026-07-23T08:26:14+00:00
streaming\malformed_events_2026-01-22.jsonl,159,173030bc073f10291dc811fcfbb4b3067a4c7abda53d638f7a9231018b429b10,2026-07-23T08:26:14+00:00
streaming\malformed_events_2026-01-23.jsonl,159,173030bc073f10291dc811fcfbb4b3067a4c7abda53d638f7a9231018b429b10,2026-07-23T08:26:14+00:00
streaming\malformed_events_2026-01-24.jsonl,159,173030bc073f10291dc811fcfbb4b3067a4c7abda53d638f7a9231018b429b10,2026-07-23T08:26:14+00:00
streaming\malformed_events_2026-01-25.jsonl,159,173030bc073f10291dc811fcfbb4b3067a4c7abda53d638f7a9231018b429b10,2026-07-23T08:26:14+00:00
streaming\malformed_events_2026-01-26.jsonl,159,173030bc073f10291dc811fcfbb4b3067a4c7abda53d638f7a9231018b429b10,2026-07-23T08:26:14+00:00
streaming\malformed_events_2026-01-27.jsonl,159,173030bc073f10291dc811fcfbb4b3067a4c7abda53d638f7a9231018b429b10,2026-07-23T08:26:14+00:00
streaming\malformed_events_2026-01-28.jsonl,159,173030bc073f10291dc811fcfbb4b3067a4c7abda53d638f7a9231018b429b10,2026-07-23T08:26:14+00:00
streaming\malformed_events_2026-01-29.jsonl,159,173030bc073f10291dc811fcfbb4b3067a4c7abda53d638f7a9231018b429b10,2026-07-23T08:26:14+00:00
streaming\malformed_events_2026-01-30.jsonl,159,173030bc073f10291dc811fcfbb4b3067a4c7abda53d638f7a9231018b429b10,2026-07-23T08:26:14+00:00
streaming\transaction_events_2026-01-01.jsonl,3053930,b579f920c62999b2a8164890682a5e93a3832c07b707b08a9447da8018520662,2026-07-23T08:26:14+00:00
streaming\transaction_events_2026-01-02.jsonl,3056449,6fd9ee018c9d7346916cf33292fe1c4e65c6b2f1b8b221575c2cbd848e942a8e,2026-07-23T08:26:14+00:00
streaming\transaction_events_2026-01-03.jsonl,3047742,75343c7d4acef23edaf988c35279f575543bc1963a7f9c48111876963a3ddfb2,2026-07-23T08:26:14+00:00
streaming\transaction_events_2026-01-04.jsonl,3051486,8fdb1650716864bb0fc0220cdd54669ceaf72d5d18dcd650687f47d03f5be7b0,2026-07-23T08:26:14+00:00
streaming\transaction_events_2026-01-05.jsonl,3057742,3a0ffb7a53918e5e8c5f5c78263c940bff371b9da6c0c7b4e65c9d1db2b7048e,2026-07-23T08:26:14+00:00
streaming\transaction_events_2026-01-06.jsonl,3046615,e15c711a93760e8363b466cc6b7b8718fd8b4cbc188970e309ee718243fbb763,2026-07-23T08:26:15+00:00
streaming\transaction_events_2026-01-07.jsonl,3056162,4f41afd3a7296fb69032173df5ccb5e8094fa01143ae3bbc9efcdce073e3a8b8,2026-07-23T08:26:15+00:00
streaming\transaction_events_2026-01-08.jsonl,3058393,0cb011fd6ef7134321ec16c7998cc47961814b0be0b42d73c5e3f0c09153684d,2026-07-23T08:26:15+00:00
streaming\transaction_events_2026-01-09.jsonl,3051790,c37b4304a4b415bf60cf9c04fb48880d4a251ca03728bc9cf60706ebd53ac674,2026-07-23T08:26:15+00:00
streaming\transaction_events_2026-01-10.jsonl,3051134,f7609d63577d2235ab14a71c11861da19d46de56aad5d881364751bcea26f8e8,2026-07-23T08:26:15+00:00
streaming\transaction_events_2026-01-11.jsonl,3053363,e07f1eff7df97de59f8da310b21e7139d76071382e2e569f583529f49dfaca5e,2026-07-23T08:26:15+00:00
streaming\transaction_events_2026-01-12.jsonl,3058802,f5e9a6635808040e0c0dd0566425b96a310dabc122e9deb465ce08c930c38c11,2026-07-23T08:26:15+00:00
streaming\transaction_events_2026-01-13.jsonl,3054193,3a51bf71e764c99b7dd9f2997fb81c2d1681a1fdde42e4a6efbe97e3afd2d79d,2026-07-23T08:26:15+00:00
streaming\transaction_events_2026-01-14.jsonl,3050849,afe63ae56dda7c2bb6298ec787f9109d4d4bfc541cd76f59afc7150b0afaa30b,2026-07-23T08:26:15+00:00
streaming\transaction_events_2026-01-15.jsonl,3055151,83bca2113640cce3b36d06bff90fdcb0b16926d08397d3cb8505d7261dcc1fbe,2026-07-23T08:26:15+00:00
streaming\transaction_events_2026-01-16.jsonl,3047396,13d97cd1650de2f541fd8849c2aba38a98828bf0ef7ddb6bf00e9029d9046023,2026-07-23T08:26:15+00:00
streaming\transaction_events_2026-01-17.jsonl,3048243,f2a16f24d9829f57c0ff85ba7ff4affb98f2e1ea1f53233dae3c745d7d278458,2026-07-23T08:26:15+00:00
streaming\transaction_events_2026-01-18.jsonl,3052219,3dd8156aa540dafa50e2ea714bb16c1fb862828993af261a9c9b9cfa716585e6,2026-07-23T08:26:15+00:00
streaming\transaction_events_2026-01-19.jsonl,3053182,09c006b55544a55321d88d49aa9538ca13b4b50976419276b8bcaba54cd949df,2026-07-23T08:26:15+00:00
streaming\transaction_events_2026-01-20.jsonl,3048901,0680074fb33c192d6b4de31b3b95e51cabf2c57c04192e58064e6c924f31419e,2026-07-23T08:26:15+00:00
streaming\transaction_events_2026-01-21.jsonl,3055529,9f7ae0809dff0b1c37ea2a156f7cc87eeaa56205b8493fa956ecbc36044a83c8,2026-07-23T08:26:15+00:00
streaming\transaction_events_2026-01-22.jsonl,3050313,7e8c25c37d5dc0ff554ce4ba3dfe39527911f5cb167177cf0ac835e52738d57f,2026-07-23T08:26:15+00:00
streaming\transaction_events_2026-01-23.jsonl,3053203,5f692a1131e26177b6c226828795510457326c0074e1ddc1e5b5b5bbd5f6556b,2026-07-23T08:26:15+00:00
streaming\transaction_events_2026-01-24.jsonl,3054750,deeca64909708fa33a55686788089d07e89953825afe888e3fcf441d8a749be1,2026-07-23T08:26:15+00:00
streaming\transaction_events_2026-01-25.jsonl,3055154,3be533537ba9af8e051eddc457126e65228830cc1a0adef3158fc55e961d34a1,2026-07-23T08:26:15+00:00
streaming\transaction_events_2026-01-26.jsonl,3051627,dd357f919b03225def76c1c2190a83c1bc1877bfc2113ec1ae2d93d73eddacb3,2026-07-23T08:26:15+00:00
streaming\transaction_events_2026-01-27.jsonl,3058387,53de16c7833ef2e538fc50fd0f93d2cf7c5508ab934fcbbec2b2af265d16ba7b,2026-07-23T08:26:15+00:00
streaming\transaction_events_2026-01-28.jsonl,3046412,3f9d0e6c8e2e755daa62955e99c1f9c2c6b5645834888911e009dbd04cd16434,2026-07-23T08:26:15+00:00
streaming\transaction_events_2026-01-29.jsonl,3052476,9c7c9b22afe88effa96ae540f103583a25ec3d142f956253c10952a8a2eb772a,2026-07-23T08:26:15+00:00
streaming\transaction_events_2026-01-30.jsonl,3053585,5388858224d6fba0dd54f3443338bae555afd540289197907bbb1bed4ed9945a,2026-07-23T08:26:15+00:00
